model,id,title,main_picture_medium,main_picture_large,alternative_titles_en,alternative_titles_ja,synopsis,mean,authors,genres,,
book.book,7458,Death Note Another Note: Los Angeles BB Renzoku Satsujin Jiken,https://api-cdn.myanimelist.net/images/manga/1/253578.jpg,https://api-cdn.myanimelist.net/images/manga/1/253578l.jpg,Death Note Another Note: The Los Angeles BB Murder Cases,DEATH NOTE アナザーノート ロサンゼルスBB連続殺人事件,"A serial killer terrorizes the streets of Los Angeles. This brilliant psychopath commits seemingly perfect murders, brazenly challenging the police with cryptic riddles. The enigmatic and world-famous detective L has been hired to crack the case. However, to keep himself out of the public eye, L seeks out FBI agent Naomi Misora to carry out the investigation for him.Misora agrees to aid L's endeavors, but soon finds herself caught up in an intense battle of wits between L and the culprit. Who is this mysterious killer, and why do they leave clues for the LAPD to decipher? Death Note Another Note: Los Angeles BB Renzoku Satsujin Jiken follows Misora on her journey to solve these mysteries and bring the indiscriminate murders to an end once and for all.[Written by MAL Rewrite]",8.33,"Takeshi Obata, ISIN NISIO",Mystery,,
book.book,12471,Daichouhen Doraemon,https://api-cdn.myanimelist.net/images/manga/1/176656.jpg,https://api-cdn.myanimelist.net/images/manga/1/176656l.jpg,,大長編ドラえもん,"""Doraemon"" is a series about a robotic cat named Doraemon, who travels back in time from the 22nd century to help a schoolboy named Nobita Nobi. Aside from the normal manga books, their great adventures to different places are specially described in Doraemon Long Stories books.(Source: MU)",8.33,Fujio F. Fujiko,"Kids, Adventure, Fantasy, Comedy, Sci-Fi, Slice of Life",,
book.book,25096,Gin no Saji,https://api-cdn.myanimelist.net/images/manga/1/231500.jpg,https://api-cdn.myanimelist.net/images/manga/1/231500l.jpg,Silver Spoon,銀の匙 Silver Spoon,"Yuugo Hachiken has spent every waking moment of his life studying in order to achieve the highest grades in school. Finally cracking under the pressure of his parents' expectations for success, Yuugo decides to leave his city life and enroll in the rural Ooezo Agricultural High School. However, he has absolutely no experience with farming!Attempting to utilize the skills he has built through studying, Yuugo begins to pursue the true meaning of having a dream and perhaps discover his own along the way. But life is not as simple as it seems to be, and Yuugo must learn that hardship may appear when you least expect it.[Written by MAL Rewrite]",8.33,Hiromu Arakawa,"Comedy, Drama, School, Shounen",,
book.book,47022,Sakamichi no Apollon: Bonus Track,https://api-cdn.myanimelist.net/images/manga/2/82944.jpg,https://api-cdn.myanimelist.net/images/manga/2/82944l.jpg,,坂道のアポロン BONUS TRACK,"Once again, we join Sentarou, Kaoru and their friends in a short jam session of friendship, music and love.1. Junichi and Yurika, after Junichi's move to Tokyo2. A short story about Kouta, Ritsuko and the guy who answered the phone when Kaoru called Ritsuko3. Tsutomu Murae (Ritsuko's dad) and how he finds his way into Jazz4. Sentarou Kawabuchi and how he discovers his new resolve5. After story... ",8.33,Yuki Kodama,"Drama, Historical, Josei, Music, Romance, Slice of Life",,
book.book,98436,Youjo Senki,https://api-cdn.myanimelist.net/images/manga/3/186468.jpg,https://api-cdn.myanimelist.net/images/manga/3/186468l.jpg,The Saga of Tanya the Evil,幼女戦記,"Intrigued by the severe lack of faith a particular salaryman displayed as he drew his last breath, a godlike presence known only as ""Being X"" reincarnates him into a magical yet war-torn world to test his mettle. Under these new circumstances, Being X believes that, should this man succumb to relentless suffering, he will call upon the heavens for assistance.Starting life again as a young girl named Tanya Degurechaff, the salaryman quickly utilizes his past experiences and volunteers to the military of his country, the Empire. Wielding tremendous potential despite being a child, Tanya's prodigious capacity for strategic and magical warfare allows her to quickly ascend the ranks and consistently lead her nation to miraculous victories in the ongoing war. Even so, she does all of this for one purpose: to live in the backlines far from the warzone, effectively defying Being X's objectives.However, as Tanya strives to escape Being X's influence, she soon comes to know that even with her genius, there are situations that a human simply cannot overcome without divine intervention.[Written by MAL Rewrite]",8.32,"Chika Toujou, Carlo Zen",Military,,
book.book,62023,Mushishi Tokubetsu-hen: Hihamukage,https://api-cdn.myanimelist.net/images/manga/2/123403.jpg,https://api-cdn.myanimelist.net/images/manga/2/123403l.jpg,,蟲師 特別篇「日蝕む翳」,"When an eclipse occurs, the sun remains dark in one area. The mushi expert Ginko must come and determine how to return the sun to the village before their crops die. The secret seems connected to twin girls who live nearby.(Source: ANN)",8.32,Yuki Urushibara,"Fantasy, Mystery, Supernatural, Historical, Seinen",,
book.book,84983,Chichi to Hige-Gorilla to Watashi,https://api-cdn.myanimelist.net/images/manga/2/147377.jpg,https://api-cdn.myanimelist.net/images/manga/2/147377l.jpg,,父とヒゲゴリラと私,"After losing her mother to a traffic accident, five-year-old tomboy Michiru finds a ""suspicious person"" moving into her home: her father's younger brother Kouji, whom she quickly nicknames ""Beard Gorilla."" While awkward at first, it doesn't take long for them to develop a relationship that's closer to one between a brother and sister than an uncle and niece.(Source: MU)",8.32,Sadaji Koike,"Comedy, Slice of Life",,
book.book,9,Tsubasa: RESERVoir CHRoNiCLE,https://api-cdn.myanimelist.net/images/manga/2/27076.jpg,https://api-cdn.myanimelist.net/images/manga/2/27076l.jpg,Tsubasa: RESERVoir CHRoNiCLE,ツバサ -RESERVoir CHRoNiCLE-,"Warmhearted Syaoran has always been friends with Sakura—the princess of the Clow Kingdom who holds an extraordinary power capable of changing the world. When a mysterious man attempts to monopolize Sakura's ability, her memories scatter throughout different worlds in the form of feathers. To save Sakura, Syaoran seeks help from the Dimensional Witch and meets two other travelers—Kurogane and Fai D. Flourite.Kurogane, a capable fighter and ninja, has been banished from his homeworld and wishes to return. In contrast, Fai, a magician from Celes, wants to traverse different worlds to avoid his home and past. As the price to cross dimensions, each of the three must sacrifice their most valued possession. For Sakura's sake, Syaoran agrees to give away their relationship as payment to the Dimensional Witch. And with firm determination, Syaoran, Kurogane, and Fai begin journeying through numerous worlds to fight against their ill-fated destinies.[Written by MAL Rewrite]",8.32, CLAMP,"Action, Adventure, Fantasy, Drama, Shounen",,
book.book,79,Sora wa Akai Kawa no Hotori,https://api-cdn.myanimelist.net/images/manga/4/162632.jpg,https://api-cdn.myanimelist.net/images/manga/4/162632l.jpg,Red River,天は赤い河のほとり,"A seemingly ordinary modern day teenager, Yuri, is suddenly whisked away to the Hittite empire in ancient Anatolia, where an ambitious queen wants the girl for a blood sacrifice in order to murder all heirs but her son, thus seizing control of the throne. Luckily, the timely intervention of Prince Kail saves Yuri from the queen's grasp. Kail promises to send Yuri back to her home, but the queen's persistent schemes to kill them both, plus their growing feelings for each other, keep those plans delayed.(Source: Wikipedia)Included one-shot:Volume 28: Orontes Renka",8.32,Chie Shinohara,"Action, Adventure, Drama, Fantasy, Historical, Romance, Shoujo, Supernatural",,
book.book,838,Angel Densetsu,https://api-cdn.myanimelist.net/images/manga/2/164490.jpg,https://api-cdn.myanimelist.net/images/manga/2/164490l.jpg,,エンジェル伝説,"Whispering the name Seiichirou Kitano is enough to send shivers down the spine of any student at Hekikuu High. His fearsome looks make even the toughest of men scream, and if his appearance isn't off-putting enough, he is also known to be extremely brutal in fights. In a single day, he took out the school's top thug and became the new guardian. Now, the entire school is at his mercy, and anyone who dares to challenge him better be ready to meet their maker... or so the stories go.The truth is that all of the terrible rumors surrounding Seiichirou are misunderstandings, many assuming the worst about him because of his demon-like features. In reality, he is a kindhearted boy who goes out of his way to help others, but his attempts to do good deeds always get hilariously skewed and miscommunicated—which was the case when he became the new guardian. Time and time again, Seiichirou tries and fails to prove that he is not the demon that rumors make him out to be. He hopes to one day be able to have friends who look beyond his scary disposition and see him for what he truly is—an angel.[Written by MAL Rewrite]",8.32,Norihiro Yagi,"Action, Comedy, Martial Arts, Romance, School, Shounen",,
book.book,1600,Black Jack,https://api-cdn.myanimelist.net/images/manga/2/170232.jpg,https://api-cdn.myanimelist.net/images/manga/2/170232l.jpg,Black Jack,ブラック・ジャック,"Black Jack is an ""unregistered"" doctor with a clouded, mysterious past. He works with his little assistant Pinoko (who has a massive crush on the doctor), dealing with medical cases not very well known, which can be strange, dangerous, or not known at all. But he is a genius, and can save almost any of his patients' lives (as long as they have the money for it, that is), and is known to many around the world, especially to those of medicine and science. He's a man of science himself, and does not believe much until he has seen it, yet it is many times he is surprised by love and nature often overpowering the science he bases his life in.(Source: ANN)",8.32,Osamu Tezuka,"Drama, Shounen",,
book.book,1649,Liar Game,https://api-cdn.myanimelist.net/images/manga/2/149018.jpg,https://api-cdn.myanimelist.net/images/manga/2/149018l.jpg,,LIAR GAME,"College student Nao Kanzaki has always adhered to her name's meaning: ""foolishly honest."" However, after opening an unsolicited package containing one hundred million yen, she inadvertently accepts an invitation for the ""Liar Game."" In this tournament, contestants are encouraged to betray and deceive their opponents to gain a massive amount of cash; conversely, losing will incur a lifetime debt. With all hopes lost, her only option left is to seek help from a con artist.On that same day, the infamous swindler Shinichi Akiyama is finally released from jail. This former psychology student is known for single-handedly bankrupting an entire company, and Nao believes he is her only chance at escaping her dire situation. At first, Shinichi is hesitant to commit another crime, ignoring Nao and her request. But after seeing her desperation and persistence, he agrees to assist her.In this fraudulent world, Nao and Shinichi have their own motives. Yet, soon they see the true nature of not only the game, but also everyone involved.[Written by MAL Rewrite]",8.32,Shinobu Kaitani,"Psychological, Game, Drama, Seinen",,
book.book,6520,Hana to Akuma,https://api-cdn.myanimelist.net/images/manga/5/32636.jpg,https://api-cdn.myanimelist.net/images/manga/5/32636l.jpg,,花と悪魔,"Two winters have passed since the high-ranking demon Vivi left the demon realm and came to the human world. Although he is pleased by its peacefulness, the tranquility of the surface quickly bores him. However, his peaceful lifestyle is soon interrupted after he returns one evening to see a crying child outside of his front gate. He decides to take in the abandoned girl and names her ""Hana"" on a whim—keeping her for mere entertainment and as a way to kill time. Unconcerned about the future, he pledges to abandon her if she becomes troublesome. Fourteen years later, Hana continues to mature and grow on Vivi. Perplexed by her unwavering loyalty, he remains unsure of his feelings toward her. Can he really continue to maintain his old, unconcerned facade?[Written by MAL Rewrite]",8.32,Hisamu Oto,"Comedy, Demons, Drama, Fantasy, Historical, Mystery, Romance, Shoujo, Supernatural",,
book.book,14236,Love So Life,https://api-cdn.myanimelist.net/images/manga/1/162281.jpg,https://api-cdn.myanimelist.net/images/manga/1/162281l.jpg,,LOVE SO LIFE,"Shiharu Nakamura is a high school girl who loves children, lives in an orphanage, and aspires to run a daycare. She works part-time at a nursery school where the cute two-year-old twins Akane and Aoi Matsunaga attend. One day, a handsome young man named Seiji Matsunaga comes rushing to pick up the twins, but they refuse to go home with him, clinging onto Shiharu instead. Shocked by the children's strong attachment to Shiharu, Seiji urgently requests for her to babysit them, offering to pay twice the amount she currently earns at the daycare. Shiharu realizes the cash will cover her living and schooling expenses while also providing the experience she needs to fulfill her dream.Love So Life follows the happy days of Shiharu as she finds herself falling in love with her makeshift family, and the twins as they live out their early childhood playing, learning, and growing.[Written by MAL Rewrite]",8.32,Kaede Kouchi,"Romance, Comedy, Slice of Life, Drama, Shoujo",,
book.book,149,Blame!,https://api-cdn.myanimelist.net/images/manga/1/174389.jpg,https://api-cdn.myanimelist.net/images/manga/1/174389l.jpg,Blame!,BLAME!,"In an enormous steel labyrinth riddled with horrifying creatures, humanity is forced to isolate itself in small enclaves while living in constant fear of its annihilation. In this dystopia, only a strange young man known as Killy is brave enough to traverse its unforgiving territories. Possessing superhuman strength and a rare Graviton Beam Emitter, Killy fights off bloodthirsty beasts and other fiendish forces in his desperate search for a human with the Net Terminal Gene—genetic information that holds the potential to restore the corrupt world. The dark world of Blame! follows Killy as he meets new people, sheds more blood, and draws closer to finding the Net Terminal Gene. Through these exploits, the true nature of the world is slowly pieced together.[Written by MAL Rewrite]",8.31,Tsutomu Nihei,"Action, Psychological, Sci-Fi, Drama, Horror, Seinen",,
book.book,267,Hellsing,https://api-cdn.myanimelist.net/images/manga/2/149.jpg,https://api-cdn.myanimelist.net/images/manga/2/149l.jpg,Hellsing,ヘルシング,"For centuries, many secret organizations have taken part in exterminating various types of dangerous monsters. One of them is the England-based Hellsing, run by its cunning leader, Sir Integra Fairbrook Wingates Hellsing. Her greatest hunter, and trump card, is Alucard, an unbeatable vampire genetically modified by her father. Despite him being one of ""them,"" he swore to be her protector and servant.A new crisis begins and with the help of Seras Victoria, his recently turned vampire partner, Alucard has to uncover the truth behind the mysterious vampire attacks. Not every human is bound to be his ally in this battle, and he will not hesitate to kill anyone who stands in his way.[Written by MAL Rewrite]",8.31,Kouta Hirano,"Action, Horror, Supernatural, Historical, Vampire, Seinen",,
book.book,481,Planetes,https://api-cdn.myanimelist.net/images/manga/3/170572.jpg,https://api-cdn.myanimelist.net/images/manga/3/170572l.jpg,Planetes,プラネテス ΠΛΑΝΗΤΕΣ,"Haunted by a space flight accident that claimed the life of his beloved wife, Yuri finds himself six years later as part of a team of debris cleaners on a vessel called the Toy Box charged with clearing space junk from space flight paths. The team consists of Hachimaki, a hot shot debris-man with a sailor's affinity for the orbital ocean; Fee, a chain-smoking tomboy beauty with an abrasive edge; and Pops, a veteran orbital mechanic whose avuncular presence soothes the stress of the job.(Source: TokyoPop)",8.31,Makoto Yukimura,"Psychological, Sci-Fi, Slice of Life, Drama, Space, Seinen",,
book.book,583,Claymore,https://api-cdn.myanimelist.net/images/manga/5/25982.jpg,https://api-cdn.myanimelist.net/images/manga/5/25982l.jpg,Claymore,CLAYMORE [クレイモア],"It is the Middle Ages, and the remnants of mankind are plagued by paranoia and death. Spoken in fearful whispers, the word ""Yoma"" cuts a clear image into the minds of all: monstrous beings with an insatiable hunger for human flesh. But fear of their gruesome appetite is dwarfed by that of their ability to shapeshift and steal the memories of their last meal. Forever vulnerable to attack, humans live in unease, even among family.There are few means to kill a Yoma. The Organization, informally known as ""Claymore,"" is humanity's only line of defense, dispatching half-human, half-Yoma female warriors to purify villages of Yoma. A lonely and dangerous existence, death for these warriors comes with each new assignment. What time is found between trying battles and long, arduous travels is spent in ever-intensifying struggle to resist their Yoma blood and maintain their humanity. Villagers, knowing of this, pay for their security reluctantly and have only loathsome regard for their protectors.Claymore follows the stoic and low-ranking member Clare in her daunting trek as she searches for personal vengeance. Along the way, she encounters many unexpected things about the world, from the camaraderie and hope held fast by her sisters-in-arms to the sinister truth behind the Claymore Organization.[Written by MAL Rewrite]",8.31,Norihiro Yagi,"Action, Adventure, Fantasy, Horror, Shounen",,
book.book,762,Tokyo Crazy Paradise,https://api-cdn.myanimelist.net/images/manga/3/253309.jpg,https://api-cdn.myanimelist.net/images/manga/3/253309l.jpg,,東京クレイジーパラダイス,"Life in the year 2020 in Tokyo is tough, as crime rates are high, and crimes against women rank second only to murders. To prevent their daughter from being exposed to these crimes, Tsukasa's parents raised her to be a male. Tsukasa aspires to be a policeman fighting against the yakuza, just like her parents. However, her parents died in the line of work, leaving behind Tsukasa and her 3 brothers to fend for themselves. Tsukasa must thus work as a bodyguard for her classmate, Ryuji, who happens to be the leader of the most powerful yakuza group in Tokyo, to pay off the family's debts.(Source: ANN, edited)",8.31,Yoshiki Nakamura,"Action, Comedy, Drama, Romance, Gender Bender, Shoujo",,
book.book,1262,Higurashi no Naku Koro ni Kai: Meakashi-hen,https://api-cdn.myanimelist.net/images/manga/2/1018.jpg,https://api-cdn.myanimelist.net/images/manga/2/1018l.jpg,Higurashi WHEN THEY CRY: Eye Opening Arc,ひぐらしのなく頃に解 目明し編,"The Sonozaki family of Hinamizawa has kept twin sisters Mion and Shion apart for as long as they can remember. Mion will become the next heir of the Sonozaki family, and Shion will attend St. Lucia Academy, away from her dear sister and their relatives. But Shion escapes the school and returns to Hinamizawa, unaware of the cruel tragedy awaiting her.When she reunites with her sister and gets a part-time job—while pretending to be Mion—she meets Satoshi Houjou, a boy her age with whom she falls madly in love. But when she learns about Satoshi's horrible family situation, she begins to resent everyone in his household—even his younger sister, Satoko. When tensions escalate and Satoshi abruptly goes missing, Shion begins to suspect that her own family may have had something to do with his disappearance.A year later, Shion meets Keiichi Maebara, Mion's crush. Her sister's infatuation with Keiichi stirs up her old feelings for Satoshi, and awakens a vicious desire to find out the truth behind his disappearance once and for all. However, Shion's quest for the truth will send her spiraling down a dark path of madness and despair.[Written by MAL Rewrite]",8.31,"Yutori Houjou,  Ryukishi07","Psychological, Mystery, Drama, Horror",,
book.book,2459,Komatta Toki ni wa Hoshi ni Kike,https://api-cdn.myanimelist.net/images/manga/4/168392.jpg,https://api-cdn.myanimelist.net/images/manga/4/168392l.jpg,,困った時には星に聞け!,"Fujishima Takara goes to high school and will start living in a dorm because he has lost all his family except for his father, who's always away for his work. Takara has to share a room with Kosaka Kyomine. Living together isn't easy, and many rows ensue. Kyomine is very introverted, while Takara is just the opposite. At first the two get on each other's nerves because of those differences, but things eventually start to turn towards friendship.(Source: MU)",8.31,Miyuki Abe,"Comedy, Drama, Shoujo, Boys Love",,
book.book,3571,Ten: Tenhou-doori no Kaidanji,https://api-cdn.myanimelist.net/images/manga/2/29442.jpg,https://api-cdn.myanimelist.net/images/manga/2/29442l.jpg,,天 天和通りの快男児,"It is 23 years after Akagi Shigeru's deadly battle with Washizu Iwao. Ten Takashi is living his life as a rep mahjong player. A kind person at heart, he also possesses a ingenious talent in mahjong. One day Ten meets Igawa Hiroyuki, a student player who 'plays by logic.' Hiroyuki is overwhelmed at Ten's playing style which involves anything besides logic, and soon becomes one of his close friends.Being the rep player he is, Ten had to play against some Yakuza. The chance of victory seemed to be on Ten's side, then the yakuza decides to call their secret weapon, a legendary rep player called...",8.31,Nobuyuki Fukumoto,"Game, Drama",,
book.book,9699,Doukyuusei,https://api-cdn.myanimelist.net/images/manga/3/12994.jpg,https://api-cdn.myanimelist.net/images/manga/3/12994l.jpg,Classmates,同級生,"Hikaru Kusakabe is an ordinary teenager; he has a band, smokes, goes to parties, and enjoys his youth to the fullest. His classmate Rihito Sajou, on the other hand, is his complete antithesis; Rihito is an honor student who is always at the top of the class, and he received a perfect score in his high school entrance exam.During rehearsal for a chorus festival, Kusakabe notices that Sajou is not singing and offers to help him practice. They start meeting every day after class to train. Because of this, even with completely different personalities, the two boys begin growing closer and developing feelings for each other.With the pressure of the last year of high school, students are faced with the looming decision of their future. Along the way, these two boys will need to learn about their own feelings, all while supporting each other and growing together.[Written by MAL Rewrite]",8.31,Asumiko Nakamura,"School, Slice of Life, Boys Love",,
book.book,16922,Gakuen Babysitters,https://api-cdn.myanimelist.net/images/manga/1/161858.jpg,https://api-cdn.myanimelist.net/images/manga/1/161858l.jpg,,学園ベビーシッターズ,"Ryuuichi Kashima has always taken care of his little brother Kotarou due to their parents traveling most of the time. After the Kashimas suddenly die in a plane crash, an elderly woman named Youko Morinomiya offers to become the brothers' guardian until they both become adults. It turns out that she lost her son and daughter-in-law in the same tragedy. The teenage Ryuuichi can also attend the school where Youko works as chairwoman, on one condition: he must be part of the ""babysitting club,"" which serves as a place to look after the children of professors. At first, it may seem like a rough start for Ryuuichi, but with the help of his classmate Hayato Kamitani and many others, he will experience novel adventures with the children in the club.[Written by MAL Rewrite]",8.31,Hari Tokeino,"Comedy, School, Shoujo, Slice of Life",,
book.book,103701,Beastars,https://api-cdn.myanimelist.net/images/manga/2/189832.jpg,https://api-cdn.myanimelist.net/images/manga/2/189832l.jpg,Beastars,BEASTARS,"In a world populated by anthropomorphic animals, there exists a bias: carnivores are just mindless predators in the eyes of many herbivores. However, when an alpaca named Tem is murdered within the walls of Cherryton High School, the fear toward carnivores skyrockets to an all-time high. Legoshi, a student at this school, is a gray wolf who is quite awkward despite his fearsome appearance. When turmoil affects his school life, he is forced to confront the divide between herbivores and carnivores, as well as his own place in this society. This is further complicated by his supposedly romantic feelings toward a herbivore, which might not be what they seem.Beastars details Legoshi's struggles against his inner demons while living in a society that is unforgiving toward his kind.[Written by MAL Rewrite]",8.31,Paru Itagaki,"Psychological, Slice of Life, Drama, Shounen",,
book.book,24308,No.6,https://api-cdn.myanimelist.net/images/manga/2/184479.jpg,https://api-cdn.myanimelist.net/images/manga/2/184479l.jpg,No.6,NO.6 [ナンバーシックス],"Life in the futuristic city No. 6 cannot get any better, especially for top-ranking student Shion. Ever since he was two years old, he has lived peacefully in his district with a bright future ahead of him. However, on the night of his 12th birthday, his perfect life changed forever.Standing in front of his room's open window, an unknown injured boy of his age strangles him. Despite being in danger, he insists on tending to the stranger's wounds instead of setting him free. The intruder, a fugitive by the name of Nezumi, reveals to Shion that the city is not as immaculate as it seems. The following day, Nezumi leaves without a trace, and the incident renders Shion and his mother void of their elite status.Four years after that fateful stormy night, the most unimaginable events transpire, causing Shion to doubt the authorities sworn to protect his home. When he is falsely held responsible for these occurrences, he once again crosses paths with Nezumi, who spares him from permanent captivity. Now, as wanted criminals, Shion and Nezumi have no choice but to explore and unveil the pretentious facade of No. 6.[Written by MAL Rewrite]",8.31,"Atsuko Asano, Hinoki Kino","Action, Sci-Fi, Mystery, Drama, Shoujo",,
book.book,72025,Kengan Ashura,https://api-cdn.myanimelist.net/images/manga/1/210808.jpg,https://api-cdn.myanimelist.net/images/manga/1/210808l.jpg,Kengan Ashura,ケンガンアシュラ,"Behind every major business deal in Japan is a fighter left lying on the ground... and another standing over the body. Ever since the Edo period, Japan's most influential companies have settled their conflicts through ruthless unarmed gladiator battles. In order to facilitate these matches, an underground organization, known as the Kengan Association, was created.Ouma Tokita, a man nicknamed ""The Ashura,"" strives to become the strongest martial artist. To do so, he becomes a Kengan fighter for a company called the Nogi Group. Shortly after, Kazou Yamashita, an employee with a stale job at the Nogi Group, is asked to become Ouma's manager. Now thrown into harrowing arenas, will this duo be able to survive in the brutal world of Kengan?[Written by MAL Rewrite]",8.31," Daromeon, Yabako Sandrovich","Action, Martial Arts",,
book.book,90531,Naruto Shinden Series,https://api-cdn.myanimelist.net/images/manga/2/190847.jpg,https://api-cdn.myanimelist.net/images/manga/2/190847l.jpg,Naruto: Itachi's Story,NARUTO -ナルト- 真伝シリーズ,The story will focus on the brothers who have eyes that see through to the truth and who live on the threshold of hope and despair. Itachi's past and Sasuke's future will be made clear.,8.3,"Masashi Kishimoto, Takashi Yano, Shin Towada","Action, Adventure, Super Power, Martial Arts, Shounen",,
book.book,92252,Koimonogatari,https://api-cdn.myanimelist.net/images/manga/2/211855.jpg,https://api-cdn.myanimelist.net/images/manga/2/211855l.jpg,Koimonogatari: Love Stories,こいものがたり,"In the spring of their high school days, Yuiji Hasegawa suspects that his kind but quiet classmate, Yamato Yoshinaga, has feelings for his straight best friend, Kyousuke Hongou. Ending up in the same study group, he stumbles upon Yamato holding a sleeping Kyousuke's hand, with embarrassment apparent on his face after being exposed.Despite having qualms about Yamato's homosexuality, Yuiji keeps what he saw a secret, thus marking the beginning of their friendship. The two boys' experiences with love differ vastly, but their bond seems to grow as they try to understand each other. However, the question remains: could their relationship evolve into something more?[Written by MAL Rewrite]",8.3,Tohru Tagura,"School, Slice of Life, Drama, Boys Love",,
book.book,96044,Taishou Otome Otogibanashi,https://api-cdn.myanimelist.net/images/manga/2/173765.jpg,https://api-cdn.myanimelist.net/images/manga/2/173765l.jpg,,大正処女御伽話,"Tamahiko Shima is the youngest son of the powerful and wealthy Shima family. Blessed with great fortune since his childhood, he grew up wanting nothing but affection from his oftentimes distant family.After losing his mother and crippling his dominant arm in an accident, Tamahiko fell into deep despair and is cast aside by his own father for his handicap. Condemned to live isolated in the countryside where he would not bring shame to his family's name, he resigned himself to dying alone—until one day, a young girl named Yuzuki Tachibana appeared on his doorstep, proclaiming that Tamahiko's father sent her to be his bride.As she takes care of Tamahiko, Yuzuki brings a feeling of springtime into Tamahiko's dreary life, allowing him to gradually heal from the deep emotional scars of his youth. Their lives slowly intertwine as both Tamahiko and Yuzuki taste the fruits of their first love.[Written by MAL Rewrite]",8.3,Sana Kirioka,"Comedy, Romance, Slice of Life, Historical, Shounen",,
book.book,115506,Yagate Kimi ni Naru: Saeki Sayaka ni Tsuite,https://api-cdn.myanimelist.net/images/manga/3/222780.jpg,https://api-cdn.myanimelist.net/images/manga/3/222780l.jpg,Bloom Into You: Regarding Saeki Sayaka,やがて君になる 佐伯沙弥香について,"Saeki Sayaka has always been an old soul–serious and reserved, preferring to focus on her studies rather than make friends. Until, that is, a romantic confession from another girl in middle school turns her carefully ordered world upside down. Though none of her classes have prepared her for this, Saeki must now come to terms with her sexuality in this gentle, coming-of-age novel about grappling with first love, growing up, and relating to other people.(Source: Seven Seas Entertainment)",8.3,"Hitoma Iruma, Nio Nakatani","School, Drama, Girls Love",,
book.book,124845,Sweet Home,https://api-cdn.myanimelist.net/images/manga/3/227600.jpg,https://api-cdn.myanimelist.net/images/manga/3/227600l.jpg,Sweet Home,스위트 홈,"Cha Hyun is a reclusive high school student who spends his days holed up in his room playing video games. But when he loses his entire family in a tragic car accident, he is forced to leave his home and carefree lifestyle behind and move into a new apartment all by himself. However, his pesky neighbors and lack of money soon become the least of his worries as people around him suddenly begin turning into horrifying monsters, plunging the world into apocalyptic chaos.The situation takes a turn for the worse when Hyun realizes that he himself is slowly turning into a monster, while a mysterious voice in his head grows louder and louder. With his time running out, Hyun must work together with his fellow tenants to uncover the cause of the outbreak and find a way to survive in this hopeless new world, all the while fighting to retain his humanity.[Written by MAL Rewrite]",8.3,"Carnby Kim, Young-chan Hwang","Action, Suspense, Drama, Horror",,
book.book,18,Kodomo no Omocha,https://api-cdn.myanimelist.net/images/manga/1/159410.jpg,https://api-cdn.myanimelist.net/images/manga/1/159410l.jpg,Kodocha: Sana's Stage,こどものおもちゃ,"Sana Kurata, a child actress, faces many problems in her classroom, including a major one - her bullying classmate, Akito Hayama. Sana's outgoing and friendly nature leads her to work towards correcting all of the problems around her. Her 'meddling' irritates Hayama but at the same time captivates him, just as Hayama's gloomy nature irritates Sana and compels her to change him. As these two opposites attract each other, they face many hardships which bring them closer to a mutual understanding.(Source: ANN)",8.3,Miho Obana,"Romance, Comedy, School, Slice of Life, Drama, Shoujo",,
book.book,57,Hanazakari no Kimitachi e,https://api-cdn.myanimelist.net/images/manga/2/186895.jpg,https://api-cdn.myanimelist.net/images/manga/2/186895l.jpg,Hana-Kimi: For You in Full Blossom,花ざかりの君たちへ,"Japanese-American track-and-field star Mizuki has gotten herself to transfer to a high school in Japan...but not just any school! To be close to her idol, high jumper Izumi Sano, she's going to an all-guys' high school...and disguising herself as a boy! But as fate would have it, they're more than classmates...they're roommates! Now, Mizuki must keep her secret in the classroom, the locker room, and her own bedroom. And her classmates—and the school nurse—must cope with a new transfer student who may make them question their own orientation...(Source: VIZ Media)Included one-shots:Volume 1: Natsu no Ori (The Cage of Summer)Volume 4: Kawaki no Tsuki (The Thirsty Moon)",8.3,Hisaya Nakajo,"Romance, Comedy, Gender Bender, Harem, School, Drama, Shoujo",,
book.book,128,Petshop of Horrors,https://api-cdn.myanimelist.net/images/manga/5/212566.jpg,https://api-cdn.myanimelist.net/images/manga/5/212566l.jpg,Pet Shop of Horrors,Petshop of Horrors (ペットショップ オブ ホラーズ),"Beyond the mist-filled alleyways in the concrete crevices of Los Angeles' Chinatown hides a mysterious pet shop, home to many bizarre yet friendly creatures. The store's proprietor is an enigmatic young man who goes by the name of Count D.Count D welcomes those who feel lonely and wounded through the doors of his shop, claiming to sell ""love, dreams, and hope"" in the form of the fantastic beasts that lie within. Each creature comes with a special contract accompanied by a set of rules. However, he warns customers that he cannot be held accountable for any consequences of breaking the rules.Short-tempered detective Leon Orcot traces the source of several crimes back to Count D and what the former considers to be a pet shop of horrors. Determined to find proof that the Count is a criminal, he begins to pay regular visits to the shop.[Written by MAL Rewrite]",8.3,Matsuri Akino,"Comedy, Fantasy, Horror, Josei, Mystery, Supernatural",,
